"stock_code","cb_all","label_all","category","title1","date","news","urls","number","stand","news_num","업종.x","year","매출액","자산총계","영업이익률","부채비율","EPS","buildingyear","Psell","amount","low","recovery","recovery_day","low_day","Pratio","low_day2","recovery_day2"
78150,"HB테크놀러지",15028,"대주주지분처분","HB테크놀러지, 경영진 지분매각 소식에 `약세`","2017-07-21","[이데일리 이후섭 기자] HB테크놀러지(078150)가 경영진의 지분 매각 소식에 약세를 보이고 있다.21일 오전 9시10분 현재 HB테크놀러지는 전날대비 350원(6.27%) 내린 5230원에 거래되고 있다.HB테크놀러지는 이재원 사장이 지난 13~20일 보유 주식 14만8000주를 장내매도했다고 전날 공시했다. 지분율은 0.53%에서 0.34%로 낮아졌다. 박상택 상무이사도 보유 주식 11만9473주를 장내매도해 지분율이 0.24%에서 0.09%로 줄었다.이후섭 (dlgntjq","https://finance.naver.com/news/market_special_read.nhn?article_id=0003879672&office_id=018&type=title&keyword=",99,1,1,"특수 목적용 기계 제조업",2017,2705,2007,14.07,65.19,381,1997,90,5709436,"infinity","infinity","infinity","infinity",0.0166666666666667,"infinity","infinity"
78160,"메디포스트",2895,"비리의혹","제약·바이오, 삼성바이오 '회계위반' 충격에 동반 하락","2018-05-02","삼성바이오로직스 분식회계 파문으로 제약·바이오주들이 회계처리 방식이 다시 도마에 오르면서 동반 하락세를 보이고 있다.2일 오전 9시11분 삼성바이오로직스(207940)는 전 거래일 대비 8만3000원 내린(-17.01%) 40만5000원에 거래되고 있다.전날 금융감독원은 삼성바이오로직스를 특별감리한 결과 회계처리 위반이 있었던 것으로 잠정 결론내렸다. 금감원은 ""삼성바이오로직스가 2015년 종속회사였던 삼성바이오에피스를 관계회사로 인식해 자산과 이익을 부풀렸다""고 판단했다. 다음달 열리는 금융위원회 산하 증권선물위원회에서 제재 수위가 결정될 전망이다.금감원이 현재 제약·바이오주 10곳을 대상으로 개발비 회계처리 방식에 대한 테마감리를 진행 중인 상황이라 이번 감리 결과가 투자심리를 약화시키고 있다.유가증권시장에서 셀트리온(068270)이 1%대의 하락세를 보이고 있고, 삼일제약(000520)(-8.74%), 한올바이오파마(009420)(-6.22%), 동성제약(002210)(-6.03%), 우리들제약(004720)(-5.04%), 파미셀(005690)(-4.91%) 등도 동반 하락중이다.코스닥시장에서 셀트리온제약(068760), 셀트리온헬스케어(091990)등도 1~2% 대 내리고 있고, 이 외에 오스코텍(039200)(-8.13%), 팬젠(222110)(-7.24%) 이수앱지스(086890)(-6.64%), 메디포스트(078160)(-6.08%), 차바이오텍(085660)(-6.05%) 등 제약바이오 종목 대부분이 하락세다.[김유정 기자 kyj","https://finance.naver.com/news/market_special_read.nhn?article_id=0000405068&office_id=366&type=title&keyword=",1151,1,1,"기초 의약물질 및 생물학적 제제 제조업",2018,422,1817,-0.01,28.42,-184,2000,3000,212914,"2018-05-15","infinity","infinity","8",0.0246710526315789,"3-8","infinity"
78340,"컴투스",17904,"공매도","컴투스, 공매도 거래 재개하자 약세","2017-04-18","[머니투데이 박계현 기자] 공매도 거래 제한이 풀린 컴투스가 다시 약세로 돌아섰다.컴투스는 18일 오전 10시 17분 현재 코스닥시장에서 전일 대비 4.16%(5200원) 내린 11만9700원에 거래중이다.컴투스는 한국거래소가 지난 14일 장 마감 후 '공매도 과열종목'으로 지정, 전날 공매도 거래가 제한된 바 있다. 전일 대비 2.21% 반등했으나 공매도 제한이 풀리자 다시 내림세로 돌아섰다.[","https://finance.naver.com/news/market_special_read.nhn?article_id=0003858623&office_id=008&type=title&keyword=",2535,1,1,"소프트웨어 개발 및 공급업",2017,5130,7120,37.42,12.13,11796,1998,7500,155961,"infinity","infinity","infinity","infinity",0.0591949486977111,"infinity","infinity"
78340,"컴투스",17176,"실적부진","컴투스, 1분기 실적부진에 약세","2017-05-12","[아시아경제 박미주 기자]컴투스가 올해 1분기 실적 부진에 약세다.12일 오후 1시54분 현재 컴투스는 전날보다 4300원(3.46%) 내린 12만100원에 거래되고 있다.이날 컴투스는 1분기 매출액 1202억원, 영업이익 501억원, 당기순이익 367억원을 기록했다고 밝혔다. 전년 동기 대비 매출액은 11.0% 감소했고, 영업이익은 16.2% 줄었다. 당기순이익은 21.0% 감소했다. 이는 주력 게임인 '서머너즈 워'가 해외에서 성과를 내고 있지만 이를 대체할 신작이 없었던 영향으로 풀이된다. 컴투스의 해외매출은 1066억원을 기록하면서 전체 매출의 89%를 차지했다. '서머너즈워'의 성과와 'MLB 9이닝스 17', '낚시의 신', '골프스타' 등의 스포츠 게임들의 성과가 반영됐다. 컴투스는 향후 기존 글로벌 흥행작과 다양한 기대 신작을 통해 다수의 강력한 IP(지식재산권)를 구축하며 해외 시장 공략을 이어간다는 계획이다. 박미주 기자 beyond","https://finance.naver.com/news/market_special_read.nhn?article_id=0003992395&office_id=277&type=title&keyword=",2536,1,1,"소프트웨어 개발 및 공급업",2017,5130,7120,37.42,12.13,11796,1998,6700,163720,"2017-05-17","2017-06-09","16","3",0.0531746031746032,"3-8","16-30"
78340,"컴투스",2477,"실적부진","컴투스, 1Q 실적 예상 밑돌아…3%↓","2018-05-10","[아시아경제 권성회 기자] 시장 예상보다 부진한 1분기 실적을 발표한 컴투스가 장 초반 하락세다.10일 오전 9시4분 현재 컴투스는 전일 대비 2.83%(4700원) 내린 16만1400원을 기록 중이다. 장중 3.07% 내린 16만1000원까지 빠지기도 했다.컴투스는 이날 오전 잠정실적 공시를 통해 1분기 매출액이 전년 동기 대비 5% 감소한 1140억원, 영업이익이 21% 줄어든 394억원으로 집계됐다고 밝혔다.영업이익은 시장 예상치 480억원 수준을 크게 밑도는 수치다.권성회 기자 street","https://finance.naver.com/news/market_special_read.nhn?article_id=0004235500&office_id=277&type=title&keyword=",2537,1,2,"소프트웨어 개발 및 공급업",2018,5080,8383,38.32,10.17,11066,1998,-9000,195903,"2018-05-14","2018-05-14","2","2",-0.0552147239263804,"1-2","1-8"
78520,"에이블씨엔씨",13392,"유상증자","에이블씨엔씨, 대규모 유상증자에 '급락'…장중 신저가 경신","2017-09-07","에이블씨엔씨가 급락세다.7일 오전 9시16분 현재 에이블씨엔씨는 전날보다 2350원(11.6%) 내린 1만7900원에 거래중이다. 장중에는 1만7250원까지 떨어지며 52주 신저가를 새로 썼다.에이블씨엔씨는 전날 회사의 장기적인 성장과 경쟁력 강화를 위한 투자 자금 마련 목적으로 1500억원 규모의 주주배정 방식의 유상증자를 결정했다고 공시했다.채선희 한경닷컴 기자 csun00","https://finance.naver.com/news/market_special_read.nhn?article_id=0003820110&office_id=015&type=title&keyword=",2001,1,5,"기타 화학제품 제조업",2017,4346,2779,5.59,40.26,1024,2000,-528.431380000002,570441,"2017-09-15","2017-10-30","31","6",-0.0318840584432186,"3-8","infinity"
78520,"에이블씨엔씨",6552,"성폭행사건","에이블씨엔씨 ‘미투’ 여파에 어퓨 불매운동↓","2018-03-02","[이데일리 이명철 기자] 에이블씨엔씨(078520)가 로드숍 브랜드 ‘어퓨’ 직원의 성추행·성희롱 의혹에 따른 불매운동 여파로 하락세다.2일 오전 9시 45분 현재 4.65% 내린 1만8450원을 기록 중이다. ‘미투(Me too, 성범죄 피해 고발)’ 운동이 활발히 벌어지는 가운데 회사 내 직원이 사내 성희롱 등을 일삼았다는 고발이 나오면서 타격을 받는 것으로 풀이된다.이날 언론 보도 등에 따르면 최근 직장인 익명앱인 블라인드에 어퓨 직원이 회사 직원 등을 성추행·성희롱했다는 문제가 제기됐다. 이에 일부 소비자들은 사회관계망서비스(SNS) 등에서 해당 브랜드 불매 운동을 벌이고 있다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0004047119&office_id=018&type=title&keyword=",2006,1,2,"기타 화학제품 제조업",2018,3733,3722,3.01,22.21,464,2000,600,219677,"2018-03-05","2018-03-06","2","1",0.031496062992126,"1-2","1-8"
78650,"코렌",7970,"실적부진","코렌, 지난해 적자지속…관리종목 지정우려에↓","2018-02-06","[이데일리 이후섭 기자] 코렌(078650)이 관리종목 지정 우려에 급락세다.6일 오전 9시24분 현재 코렌 주가는 전날대비 205원(12.54%) 내린 1430원을 기록 중이다. 장중 1270원까지 떨어지며 52주 신저가를 기록하기도 했다.코렌은 지난해 영업손실 88억원을 기록해 최근 4사업연도 연속 영업손실 발생으로 관리종목 지정사유가 발생했다고 전날 공시했다. 같은 기간 매출액은 전년대비 11.7% 감소한 839억원, 당기순이익은 18.4% 줄어든 169억원을 기록했다. 회사 측은 “전방 산업 부진에 따른 수익성 악화로 영업손실이 증가했다”고 설명했다.한국거래소 코스닥시장본부는 관리종목 지정우려로 인해 전날 코렌의 주권매매거래를 정지했다.이후섭 (dlgntjq","https://finance.naver.com/news/market_special_read.nhn?article_id=0004027850&office_id=018&type=title&keyword=",2565,1,4,"사진장비 및 광학기기 제조업",2018,820,770,-13.48,199.1,-1213,1999,-155,3798278,"2018-02-12","2018-03-09","20","4",-0.110714285714286,"3-8","16-30"
78930,"GS",14332,"공장화재","GS, 여수산단 GS칼텍스 화재 소식에 '↓'","2017-08-10","[머니투데이 한은정 기자] 여수산단의 GS칼텍스 공장에서 화재가 발생했다는 소식에 GS의 주가가 하락하고 있다.10일 오전 9시4분 현재 GS의 주가는 전날보다 800원(1.07%) 내린 7만4200원을 기록중이다.이날 오전 6시38분쯤 전남 여수시 중흥동 여수국가산업단지내 GS칼텍스 정유공장에서 화재가 발생해 소방차 등이 출동해 진화 중이다. 이달 들어 벌써 두 번째 화재다. TOM칼럼-깊이있는 투자정보","https://finance.naver.com/news/market_special_read.nhn?article_id=0003917679&office_id=008&type=title&keyword=",67,1,1,"기타 금융업",2017,134624,203412,13.03,128.03,8508,2004,1500,354779,"2017-08-16","infinity","infinity","3",0.0202156334231806,"3-8","infinity"
78940,"일경산업개발",17700,"재무부담","일경산업개발, 약 58억 연체 발생…급락","2017-04-25","[이데일리 이명철 기자] 일경산업개발(078940)이 대규모 차입금에 대한 채무 불이행(디폴트) 상태가 발생했다는 소식에 급락세다.25일 9시10분 현재 일경산업개발 주가는 전일대비 13.97% 내린 998원을 기록 중이다. 이는 최근 1년(52주)내 신저가 수준이다. 재무구조 악화에 대한 우려가 반영되는 것으로 풀이된다.회사는 이날 약 57억5600만원 규모의 연체가 발생했다고 공시했다. 부동산 담보 제공에 대한 연장 동의가 지연되면서 만기 연장이 되지 않아 채무 불이행 상태가 됐다며 담보제공자와 협의해 조속히 차입금을 만기연장할 것이라고 회사는 전했다. 담보제공에 대한 연장 합의가 이뤄지지 않으면 이미 제공된 부동산 담보를 금융기관과 협의해 경매 처분한 후 연체금액을 전액 상환할 예정이다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0003808215&office_id=018&type=title&keyword=",2324,1,1,"전기 및 통신 공사업",2017,85,706,-19.54,100.63,-820,2004,-33,4976306,"2017-04-28","2017-05-16","11","3",-0.0341261633919338,"3-8","8-11"
78940,"일경산업개발",8714,"투자경고종목","일경산업개발, 투자경고종목 재지정 예고에 하락","2018-01-24","일경산업개발이 투자경고종목으로 다시 지정될 수 있다는 경고에 하락하고 있다.일경산업개발은 24일 오전 9시 9분 현재 전 거래일 대비 9.73%(145원) 떨어진 1345원에 매매가가 형성돼 있다. 급락세로 인해 장중 변동성완화장치가 발동되기도 했다.거래소는 전날 일경산업개발에 대해 투자경고종목에서 투자주의종목으로 지위를 변경하지만, 추가 상승할 경우 투자경고종목으로 다시 지정할 수 있다고 공시했다.이 종목은 700원대였던 주가가 올해 들어 2배 이상 상승하는 등 변동성이 크다.[디지털뉴스국 이가희 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004088559&office_id=009&type=title&keyword=",2325,1,1,"전기 및 통신 공사업",2018,186,442,-36.32,793,-1078,2004,225,1871244,"increase","increase","increase","increase",0.151006711409396,"increase","increase"
79000,"와토스코리아",11112,"실적부진","와토스코리아, 3분기 실적 부진에 '하락'","2017-11-14","와토스코리아가 3분기 부진한 실적을 기록했다는 소식에 하락세다.14일 오전 9시13분 현재 와토스코리아는 전날보다 210원(2.91%) 내린 7000원에 거래되고 있다.와토스코리아는 3분기 영업이익이 전년 동기 대비 33% 감소한 3억39000만원이라고 전날 장마감 후 공시했다.같은 기간 매출은 17.8% 늘어난 53억1300만원, 당기순이익은 31.1% 감소한 5억6400만원이었다.김아름 한경닷컴 기자 armijjang","https://finance.naver.com/news/market_special_read.nhn?article_id=0003850288&office_id=015&type=title&keyword=",2143,1,1,"플라스틱제품 제조업",2017,177,724,14.45,3.76,472,1997,120,34067,"infinity","infinity","infinity","infinity",0.0166898470097357,"infinity","infinity"
79170,"한창산업",7837,"실적부진","한창산업, 지난해 영업익 22억 전년비 36%↓ㆍ주당 110원 현금배당","2018-02-07","[헤럴드경제=증권팀] 한창산업은 지난해 개별기준 영업이익이 22억1406만원으로 전년대비 36.03% 감소했다고 7일 공시했다.같은 기간 매출액은 539억4835만원으로 13.64% 늘었고 당기순이익은 10억972만원으로 50.16% 감소한 것으로 집계됐다.한창산업은 또, 보통주 1주당 110원의 현금 결산배당을 결정했다.시가배당율은 1.81%이며 배당금총액은 5억6868만원이다.park","https://finance.naver.com/news/market_special_read.nhn?article_id=0001351422&office_id=016&type=title&keyword=",3054,1,1,"1차 비철금속 제조업",2018,539,582,4.39,12.29,232,1986,120,27135,"2018-02-20","infinity","infinity","7",0.0173661360347323,"3-8","infinity"
79430,"현대리바트",1366,"실적부진","""현대리바트, 1분기 영업이익 역성장""…목표가 ↓","2018-06-01","한화투자증권은 현대리바트에 대해서 1분기 영업이익이 역성장했다며 목표주가를 3만5000원으로 하향했다. 투자의견 '매수'는 유지했다.남성현 한화투자증권 연구원은 1일 ""현대리바트의 1분기 매출액은 전년 동기 대비 76.1% 증가한 3431억원, 영업이익은 5.2% 줄어든 3431억원을 기록했다""며 이같이 평가했다.B2B 부문 매출이 증가하고 인테리어와 주방용 가구 등 B2C 사업이 안정적인 성장세를 이어갔지만, 수익성이 떨어져 아쉬운 성적표를 거뒀다는 것이다. 긍정적인 영업환경에도 불구하고 광고선전비 비용 33억원이 부담이 됐으며, 주방용가구 부문의 인력을 충원하면서 인건비도 증가했다.남 연구원은 다만 ""2분기부터는 영업실적이 개선될 것""이라고 내다봤다. 1분기 주택매매거래량이 증가해 이사 수요가 늘어나면서, 빌트인 가구를 공급할 가능성이 높아졌기 때문이다. 또 인테리어 제휴점을 확대해 주방용 가구 부문의 성장이 지속될 것으로 예상했다.남 연구원은 ""성수기인 2분기에 진입하면서 고정비 부담이 낮아질 것""이라며 ""법인사업부의 이익기여도를 확대하고 광고선전비용을 줄여 이익을 키울 전망""이라고 말했다. 한화투자증권이 추산한 현대리바트의 2분기 매출액은 전년 동기 대비 75% 증가한 3401억원, 영업이익은 29.1% 성장한 152억원이다[디지털뉴스국 이가희 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004161017&office_id=009&type=title&keyword=",3160,1,1,"가구 제조업",2018,8884,6828,5.54,65.06,2111,1999,-350,77244,"increase","increase","increase","increase",-0.0156599552572707,"increase","increase"
79440,"아이엔지생명",17260,"상장첫날약세","아이엔지생명, 상장 첫날 공모가 하회","2017-05-11","[아시아경제 임혜선 기자]아이엔지생명(ING생명)이 상장 첫날 공모가를 밑돌고 있다.11일 오전 9시39분 현재 아이엔지생명은 공모가(3만3000원)보다 4.1% 낮은 3만1650원에 거래되고 있다. 시초가(3만1200원)보다는 1.4% 높은 수준이다. 아이엔지생명은 PEF(사모펀드)가 투자금회수를 위해 상장한 국내 증시 첫 사례다. 아이엔지생명은 지난달 26일부터 이틀간 진행한 일반 공모 청약에선 경쟁률 0.82대 1을 기록했다. 일반 공모에서 미달된 물량은 기관투자자들이 사들였다. 임혜선 기자 lhsro","https://finance.naver.com/news/market_special_read.nhn?article_id=0003991272&office_id=277&type=title&keyword=",1921,1,2,"보험업",2017,42657,306687,7.55,639.47,2936,1991,-400,3420627,"2017-05-22","2017-05-22","7","7",-0.0128205128205128,"3-8","1-8"
79440,"아이엔지생명",5461,"합병","ING생명, 주가하락은 M&A;모멘텀 약화 탓","2018-03-20","[서울경제] 삼성증권은 20일 아이엔지(ING)생명의 주가가 2월 이후 하락한 것은 매각을 둘러싼 잡음 때문이라며 중장기 가치는 여전하다고 강조했다. 장효선 연구원은 아이엔지생명(079440)에 대해 매수의견을 유지하고 목표주가는 6만 5,000원에서 5만 8,000원으로 내렸다. 현 주가는 4만 3,050원이다. 아이엔지 생명은 2월 1일 6만 2,100원으로 고점을 찍은 이후 30.7% 떨어졌다. 2017년 4·4분기 순이익이 전년대비 7.7% 성장한 667억원을 기록하고 보장성 연납화 보험료(APE)가 6% 상승한 851억원으로 나타나는 등 기업의 기초체력은 탄탄하다. 장 연구원은 주가 하락은 아이엔지생명 인수합병(M&A;)모멘텀 약화 때문이라고 진단했다. 당장 우려는 매각이 완료되면 소액주주지분 가치 훼손 가능성이 있기 때문이다. 일반적으로 국내에서 M&A;시 대주주 지분 인수가격이 소액 주주 지분 인수가보다 훨씬 높았기 때문이다. 2010년 이후 금융업종 M&A; 사례를 보면 LIG손보는 KB금융이 2014년에 대주주 지분 19.5%를 주당 5만 8,634원(총 6,850억원)에 인수한 이후 2017년 3월 잔여지분을 3만 3,000원에 공개매수 했다. 현대증권은 2016년 3월 대주주 지분(22.56%)을 1조 2,400억원(주당 2만 3,183원)에 인수하고 잔여지분(70.39%)은 주당 6,766원에 주식교환했다. 미래에셋과 대우증권도 대주주 지분 43%를 주당 1만 6,979원(2조 3,200억원)에 인수하고 잔여지분은 주당 7,825원에 주식교환했다.  또 다른 이유는 최근 금융권 전반에 규제 리스크가 부각되면서 일부 은행지주사가 인수전에서 제외될 가능성이 있다. 인수 가능성이 거론되는 일부 지주사는 채용비리 등으로 검찰의 수사를 받고 있다. 이 경우 현재 두 곳이 거론되는 후보 중 한 곳만 인수에 나서게 되면서 인수 가격이 떨어지거나 인수 자체가 상당 기간 늦어질 수 있다. 이는 M&A; 프리미엄을 기대하는 소액주주에는 악재로 작용한다. 다만 최근 사회 분위기 변화에 따라 과거 소액주주 지분 매입에 저가 논란이 일었던 KB가 달라 질 수 있다는 견해도 나오고 있다. KB는 과거 KB손해보험 합병 때 잔여지분에 대한 교환 가격에 시가보다 17% 높은 프리미엄을 부여하는 등 소액주주 배려에 노력하기도 했다. /임세원기자 why","https://finance.naver.com/news/market_special_read.nhn?article_id=0003247983&office_id=011&type=title&keyword=",1923,1,1,"보험업",2018,43423,314554,10.37,757.43,4149,1991,-400,119839,"2018-03-28","2018-03-28","6","6",-0.00925925925925926,"3-8","1-8"
79440,"아이엔지생명",4054,"비리의혹","ING생명, 신한금융지주의 인수설에 급락","2018-04-11","
아이엔지생명(079440)의 주가가 11일 신한금융지주에 인수될 수 있다는 소식이 전해지며 급락하고 있다.이날 오전 10시 23분 현재 ING생명의 주가는 9.36% 빠진 3만9700원에 거래되고 있다.ING생명의 최대주주는 MBK파트너스의 100% 자회사인 라이프투자유한회사로, ING생명의 지분 59.15%를 보유하고 있다. 신한금융지주는 지난 6일 공시를 통해 “그룹의 사업다각화 차원에서 M&A; 추진을 검토해 왔으나, 아이엔지생명보험 지분 인수에 대해 확정된 것은 없다”고 부인했지만, 주가는 하락하고 있다.이병건 동부증권 연구원은 “ING생명은 오히려 대형 금융지주의 인수 가능성이 주가 상승의 걸림돌”이라면서 “현재까지 이 회사의 메리트로 작용하는 고배당 정책이 흔들릴 수 있다”고 지적했다.[이민아 기자 wow","https://finance.naver.com/news/market_special_read.nhn?article_id=0000403484&office_id=366&type=title&keyword=",1924,1,3,"보험업",2018,43423,314554,10.37,757.43,4149,1991,5350,1156205,"2018-04-17","2018-05-10","19","4",0.122146118721461,"3-8","16-30"
79550,"LIG넥스원",17574,"실적부진","LIG넥스원, 1분기 실적 부진에 ↓","2017-04-27","[아시아경제 최동현 기자] LIG넥스원이 1분기 실적 부진에 약세다.오전 9시19분 현재 LIG넥스원은 전장 대비 3400원(3.92%) 내린 8만3400원에 거래중이다.LIG넥스원은 올해 1분기 연결기준 영업이익이 전년동기 대비 77.7% 감소한 60억원으로 잠정 집계됐다고 전날 장 종료 후 공시했다. 같은 기간 매출액은 3585억원으로 10.7% 줄었고 당기순이익은 49억원으로 77.9% 감소했다. 최동현 기자 nell","https://finance.naver.com/news/market_special_read.nhn?article_id=0003983626&office_id=277&type=title&keyword=",278,1,2,"무기 및 총포탄 제조업",2017,18608,17915,4.71,183.62,3502,2002,1800,435388,"2017-05-02","infinity","infinity","2",0.0220048899755501,"1-2","infinity"
79550,"LIG넥스원",15194,"비리의혹","방산株, 악재에 일제히 하락세","2017-07-17","[이데일리 윤필호 기자] 방산주가 한국항공우주(047810) 압수를 비롯해 각종 악재가 겹치며 일제히 하락세를 보이고 있다.17일 오전 9시14분 현재 한국항공우주 주가는 전 거래일 대비 9.90%(5700원) 내린 5만1900원에 거래되고 있다. 한화테크윈(012450)과 LIG넥스원(079550)도 각각 2.24%(900원), 1.89%(1300원) 하락한 3만9300원과 6만7500원에 거래 중이다.한국항공우주는 지난 14일 검찰의 압수수색 여파로 연일 급락세다. 회사는 수리온 개발 원가를 약 540억원 과다책정해 방사청에 비용청구하고 부당이득을 취했다는 혐의로 압수수색을 받았다.한화테크윈의 경우 올해 2분기에도 부진한 실적을 보일 것이라는 전망에 하락세다. 이재원 유안타증권 연구원은 “엔진사업부 GTF 엔진 사업관련 적자로 2분기에는 매출 증가에도 불구하고 큰 폭의 영업이익 감소가 예상된다”며 “전분기 대비 실적회복이 기대됐던 시큐리티 사업부도 실적 부진에서 벗어나기 힘들 전망”이라고 말했다.LIG넥스원 역시 올해 매출신장을 기대하기 어렵다는 전망에 하락세다. 이상우 유진투자증권 연구원은 “방위산업 업체들의 2017년은 전년대비 매출증가를 기대하기 어려울 것”이라며 “이미 올해 국방예산에서도 확인가능하며 방위력개선비 증가에도 불구하고 국내업체와 관련성은 오히려 축소될 것이기 때문”이라고 설명했다.윤필호 (nothing","https://finance.naver.com/news/market_special_read.nhn?article_id=0003875768&office_id=018&type=title&keyword=",280,1,1,"무기 및 총포탄 제조업",2017,18608,17915,4.71,183.62,3502,2002,1100,283774,"increase","increase","increase","increase",0.0161290322580645,"increase","increase"
79550,"LIG넥스원",14221,"미국이슈","북-미 갈등에 올랐던 방산주, 약세로 돌아서","2017-08-14","북한과 미국 간의 갈등이 고조되면서 급등했던 방산주가 대부분 내림세로 돌아섰다.14일 오전 9시 14분 현재 빅텍(065450)은 전날 보다 6.24%(305원) 하락한 4585원에 거래 중이다. 한국항공우주(047810)도 3.49% 내린 3만7300원을 기록하고 있다.이외 솔트웍스(222520)도 3.4% 하락했고, 한화테크윈(012450)은 2.06%, 퍼스텍(010820)이 2.05% 내렸다.  LIG넥스원(079550)과 휴니드(005870)도 각각 0.99%, 0.97% 하락 중이다.방산주는 지난 9일 도널드 트럼프 미국 대통령이 북한의 핵무기 개발과 도발에 대해 ’화염과 분노’로 대응할 것이라고 경고한 뒤 각국의 강경 발언이 지속되면서 급등세를 보였다.그러나 지난 11일 AP통신이 북미간의 비밀 접촉이 수개월 전부터 이어져왔다는 보도가 나온 뒤 트럼프는 관련 언급을 자제하는 모습이다. 이에 북미간 마찰이 확산될 가능성이 크지 않다는 분석이 나오면서 방산주도 하락세를 보이고 있다.[이선목 기자 letswin","https://finance.naver.com/news/market_special_read.nhn?article_id=0000379659&office_id=366&type=title&keyword=",281,1,1,"무기 및 총포탄 제조업",2017,18608,17915,4.71,183.62,3502,2002,1700,98623,"2017-08-21","2017-08-30","11","4",0.021039603960396,"3-8","8-11"
79550,"LIG넥스원",13576,"합병상장","RFHIC, 스팩합병 상장 첫날 `약세`","2017-09-01","[이데일리 이후섭 기자] 엔에이치스팩8호와 합병해 코스닥시장에 입성한 RFHIC(218410)가 상장 첫 날 약세를 보이고 있다.1일 오전 9시50분 현재 RFHIC는 시초가대비 110원(5.57%) 내린 1865원에 거래되고 있다. 1999년에 설립된 RFHIC는 무선주파수(RF) 증폭기 제조업체로서 무선통신장비용 반도체 부품을 생산 및 판매하고 있다. 국내에서 유일하게 질화갈륨(GaN) 소재를 적용한 GaN 트랜지스터 및 통신용·레이더용 전력증폭기를 생산한다.지난해 매출액은 전년대비 23.2% 증가한 612억원, 영업이익은 79.8% 늘어난 55억원을 기록했다.회사는 통신부문에서 획득한 노하우를 바탕으로 방산부문에 진출해 사업영역을 확장하고 있다. 국내 방산업체인 LIG넥스원(079550)을 비롯해 록히드마틴·BAE시스템스 등 글로벌 방산업체의 벤더로 등록돼 있다. 또 회사는 경쟁사와의 기술 격차를 확대하기 위해 차세대 신소재(GaN on Diamond) 웨이퍼를 개발해 무선통신시장과 방산시장에 적용할 계획이다. 특히 5세대(5G) 이동통신 시대 도래에 따른 수혜를 기대하고 있다.이후섭 (dlgntjq","https://finance.naver.com/news/market_special_read.nhn?article_id=0003912658&office_id=018&type=title&keyword=",282,1,1,"무기 및 총포탄 제조업",2017,18608,17915,4.71,183.62,3502,2002,1400,46029,"2017-09-13","infinity","infinity","8",0.0166865315852205,"3-8","infinity"
79550,"LIG넥스원",13181,"사업중단","LIG넥스원, 차기 소부대무전기 사업 중단 소식에 약세","2017-09-12","[아시아경제 조강욱 기자] LIG넥스원이 차기 소부대무전기 사업 중단 소식에 약세를 보이고 있다.12일 오후 2시3분 현재 LIG넥스원의 주가는 전 거래일보다 3.91% 내린 7만6100원에 거래되고 있다. 이날 오전에는 6% 넘게 떨어지기도 했다.LIG넥스원은 차기 소부대무전기 사업의 성능 시험평가를 통과하지 못해 사업 중단 통보를 받은 것으로 알려졌다.특히 이 소식이 시장에 전달되는 과정에서 차기 소부대무전기 사업이 현재 LIG넥스원이 핵심적으로 개발을 진행하고 있는 TMMR(다대역 다기능 무전기)의 사업중단으로 오인받아 주가 하락 폭을 키웠다는 분석이다.또 앞서 방사청이 LIG넥스원의 장거리 레이더 체계 개발 사업과 관련해 사업 성적이 조작됐다며 3개월 입찰참가 제한 제재를 결정한 것과 맞물려 투자심리를 더욱 악화시켰다.하지만 사업 중단 통보를 받은 차기 소부대무전기 사업은 TMMR과는 무관한 소부대무전기 개량사업으로 계약금액 20억원의 소규모 사업으로 LIG넥스원의 실적에 미치는 영향은 미미한 것으로 파악됐다.이지윤 대신증권 연구원은 ""이 정도의 개발 연장 및 중단 논의는 무기 개발사업에서는 통상적으로 발생할 수 있는 수준""이라며 ""또 LIG넥스원이 최근 받은 3개월 입찰정지에 대해 소송을 진행하여 입찰참가제한 효력을 중지시킬 예정이기 때문에 연말에 몰려있는 방산 수주 입찰에 참여하는 것에는 영향이 없을 것""이라고 설명했다.조강욱 기자 jomarok","https://finance.naver.com/news/market_special_read.nhn?article_id=0004073985&office_id=277&type=title&keyword=",283,1,2,"무기 및 총포탄 제조업",2017,18608,17915,4.71,183.62,3502,2002,2400,193375,"infinity","infinity","infinity","infinity",0.0305343511450382,"infinity","infinity"
